,Age,Gender,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SensationSeeking,Alchol,Caff,Chocalate,Nicotine,depress
1197,18-24,Male,"Some college or university, no certificate or degree",45.0,37.0,46.0,40.0,29.0,7.0,8.0,5,6,6,5,2.5
1198,18-24,Male,"Some college or university, no certificate or degree",41.0,38.0,42.0,38.0,38.0,4.0,9.0,4,6,5,5,0.0
1199,25-34,Male,University degree,27.0,38.0,45.0,30.0,40.0,6.0,2.0,0,3,6,0,0.0
1200,25-34,Male,Left school at 16 years,32.0,21.0,41.0,43.0,44.0,2.0,4.0,5,6,3,6,1.5
1201,18-24,Male,"Some college or university, no certificate or degree",55.0,19.0,37.0,45.0,27.0,6.0,10.0,3,6,5,6,0.0
1202,25-34,Female,University degree,37.0,28.0,49.0,49.0,29.0,4.0,4.0,6,6,6,0,0.0
1203,18-24,Male,"Some college or university, no certificate or degree",39.0,46.0,57.0,38.0,37.0,8.0,11.0,5,5,4,5,4.0
1204,18-24,Male,"Some college or university, no certificate or degree",29.0,45.0,48.0,36.0,36.0,4.0,9.0,6,6,5,2,0.0
1205,18-24,Male,Left school at 18 years ,40.0,43.0,44.0,34.0,40.0,6.0,10.0,5,6,0,6,2.0
1206,25-34,Male,"Some college or university, no certificate or degree",44.0,30.0,49.0,36.0,33.0,5.0,9.0,3,6,4,6,2.5
1207,18-24,Female,Left school at 18 years ,26.0,36.0,46.0,29.0,31.0,8.0,8.0,5,5,6,6,0.0
1208,45-54,Male,University degree,31.0,50.0,55.0,52.0,50.0,4.0,6.0,4,6,6,0,0.0
1209,18-24,Male,Professional certificate/diploma,37.0,40.0,51.0,28.0,51.0,7.0,11.0,6,6,5,0,2.5
1210,18-24,Male,"Some college or university, no certificate or degree",22.0,33.0,50.0,36.0,39.0,6.0,8.0,3,3,5,3,0.0
1211,45-54,Male,University degree,26.0,44.0,43.0,36.0,47.0,7.0,9.0,5,6,5,0,3.0
1212,18-24,Male,"Some college or university, no certificate or degree",23.0,47.0,50.0,39.0,36.0,7.0,8.0,5,6,5,2,0.0
1213,18-24,Male,"Some college or university, no certificate or degree",33.0,32.0,48.0,40.0,34.0,2.0,9.0,5,3,4,3,0.0
1214,18-24,Female,"Some college or university, no certificate or degree",45.0,41.0,50.0,42.0,26.0,2.0,8.0,4,5,4,4,0.0
1215,18-24,Male,"Some college or university, no certificate or degree",33.0,41.0,50.0,40.0,42.0,5.0,9.0,5,6,6,5,3.5
1216,35-44,Female,Professional certificate/diploma,43.0,43.0,36.0,37.0,43.0,8.0,9.0,6,6,5,3,0.0
1217,25-34,Male,Professional certificate/diploma,48.0,36.0,52.0,43.0,35.0,7.0,9.0,6,6,6,6,2.5
1218,18-24,Male,Professional certificate/diploma,34.0,49.0,55.0,44.0,31.0,6.0,9.0,5,6,4,0,0.0
1219,18-24,Male,"Some college or university, no certificate or degree",40.0,44.0,44.0,37.0,42.0,5.0,9.0,5,5,6,3,2.5
1220,25-34,Female,Masters degree,39.0,48.0,45.0,38.0,34.0,5.0,5.0,5,5,6,2,2.5
1221,18-24,Female,"Some college or university, no certificate or degree",24.0,41.0,51.0,35.0,30.0,3.0,9.0,4,6,5,3,2.0
1222,18-24,Female,Professional certificate/diploma,46.0,46.0,48.0,32.0,35.0,7.0,8.0,4,4,5,6,3.0
1223,18-24,Female,Left school at 18 years ,46.0,38.0,47.0,33.0,37.0,7.0,10.0,6,5,5,6,1.5
1224,18-24,Male,"Some college or university, no certificate or degree",33.0,44.0,48.0,40.0,42.0,8.0,10.0,5,6,6,6,2.5
1225,25-34,Male,Doctorate degree,31.0,22.0,30.0,42.0,41.0,4.0,3.0,5,5,5,0,1.0
1226,18-24,Female,"Some college or university, no certificate or degree",45.0,38.0,46.0,43.0,39.0,4.0,6.0,5,5,5,0,0.0
1227,18-24,Male,University degree,42.0,49.0,50.0,44.0,48.0,5.0,11.0,6,6,3,6,2.0
1228,25-34,Female,University degree,41.0,44.0,54.0,42.0,31.0,6.0,6.0,5,6,4,3,1.5
1229,35-44,Male,Left school at 16 years,47.0,36.0,47.0,47.0,30.0,2.0,6.0,2,3,6,6,1.0
1230,18-24,Male,"Some college or university, no certificate or degree",26.0,52.0,54.0,44.0,46.0,6.0,8.0,3,3,4,3,0.0
1231,18-24,Female,Left school at 18 years ,37.0,41.0,53.0,40.0,41.0,5.0,7.0,6,4,5,3,1.0
1232,18-24,Female,University degree,46.0,31.0,53.0,29.0,38.0,8.0,10.0,6,5,4,6,1.0
1233,18-24,Female,"Some college or university, no certificate or degree",51.0,37.0,49.0,47.0,45.0,5.0,7.0,5,6,6,6,0.0
1234,18-24,Male,University degree,43.0,37.0,50.0,47.0,41.0,5.0,8.0,5,6,4,6,3.5
1235,18-24,Male,"Some college or university, no certificate or degree",36.0,32.0,46.0,45.0,46.0,2.0,2.0,4,2,4,3,1.5
1236,55-64,Male,Masters degree,37.0,44.0,50.0,41.0,46.0,4.0,4.0,5,6,6,1,2.0
1237,45-54,Female,Masters degree,21.0,45.0,54.0,47.0,42.0,4.0,2.0,5,6,5,0,0.5
1238,18-24,Male,University degree,36.0,45.0,52.0,40.0,50.0,5.0,5.0,4,6,5,0,2.0
1239,25-34,Male,Left school at 18 years ,39.0,42.0,52.0,50.0,36.0,6.0,7.0,5,6,5,6,3.5
1240,18-24,Female,University degree,35.0,41.0,49.0,34.0,45.0,6.0,9.0,6,5,5,0,0.0
1241,45-54,Female,"Some college or university, no certificate or degree",40.0,40.0,48.0,47.0,42.0,6.0,5.0,2,6,6,6,2.5
1242,35-44,Female,University degree,46.0,30.0,43.0,42.0,35.0,4.0,5.0,6,5,5,0,0.0
1243,25-34,Female,University degree,24.0,45.0,37.0,36.0,41.0,4.0,8.0,3,6,4,2,1.0
1244,45-54,Female,University degree,27.0,26.0,36.0,52.0,48.0,2.0,5.0,4,6,6,0,0.0
1245,25-34,Female,University degree,41.0,40.0,39.0,44.0,31.0,3.0,5.0,6,6,6,6,0.0
1246,45-54,Female,University degree,24.0,51.0,46.0,44.0,54.0,2.0,4.0,4,5,5,1,0.0
1247,45-54,Female,Professional certificate/diploma,24.0,38.0,30.0,53.0,32.0,2.0,2.0,3,6,6,0,0.0
1248,55-64,Male,University degree,37.0,36.0,40.0,40.0,32.0,6.0,7.0,6,6,6,6,0.0
1249,45-54,Female,Professional certificate/diploma,30.0,38.0,44.0,51.0,46.0,2.0,6.0,5,6,6,0,0.0
1250,45-54,Female,Masters degree,31.0,39.0,55.0,43.0,48.0,9.0,9.0,5,6,6,6,1.5
1251,35-44,Female,Masters degree,27.0,39.0,49.0,40.0,49.0,3.0,5.0,6,6,6,0,0.0
1252,45-54,Female,Doctorate degree,43.0,39.0,54.0,40.0,47.0,6.0,9.0,6,6,4,2,1.5
1253,35-44,Female,Left school at 17 years,39.0,28.0,32.0,36.0,31.0,2.0,1.0,5,6,6,0,0.0
1254,35-44,Female,University degree,32.0,31.0,32.0,45.0,40.0,2.0,3.0,6,6,6,1,0.0
1255,25-34,Female,University degree,36.0,34.0,44.0,40.0,37.0,4.0,6.0,3,3,5,0,1.5
1256,45-54,Female,University degree,49.0,35.0,48.0,52.0,43.0,2.0,5.0,6,6,6,0,0.5
1257,35-44,Female,University degree,26.0,36.0,46.0,34.0,46.0,7.0,8.0,5,6,5,0,0.0
1258,25-34,Female,Masters degree,50.0,31.0,41.0,37.0,42.0,3.0,5.0,6,6,4,0,0.0
1259,25-34,Female,Doctorate degree,27.0,45.0,42.0,39.0,42.0,2.0,4.0,3,6,5,0,0.0
1260,45-54,Female,Masters degree,32.0,34.0,43.0,35.0,41.0,9.0,8.0,3,6,5,0,0.5
1261,45-54,Female,University degree,29.0,42.0,44.0,45.0,36.0,5.0,8.0,5,6,4,1,1.0
1262,25-34,Female,"Some college or university, no certificate or degree",50.0,36.0,53.0,50.0,36.0,9.0,7.0,4,6,6,0,0.0
1263,25-34,Female,Professional certificate/diploma,39.0,46.0,39.0,44.0,46.0,6.0,9.0,6,6,5,6,0.5
1264,45-54,Female,University degree,36.0,39.0,41.0,45.0,46.0,3.0,6.0,6,6,6,1,0.0
1265,25-34,Female,Professional certificate/diploma,32.0,34.0,38.0,47.0,42.0,6.0,8.0,6,6,6,0,0.0
1266,35-44,Female,Left school at 16 years,28.0,40.0,38.0,41.0,44.0,5.0,6.0,5,6,6,0,0.0
1267,25-34,Female,Masters degree,53.0,33.0,44.0,31.0,26.0,8.0,11.0,5,6,5,5,2.5
1268,35-44,Female,Professional certificate/diploma,37.0,32.0,43.0,47.0,44.0,2.0,1.0,6,6,6,0,0.0
1269,35-44,Female,University degree,40.0,40.0,38.0,32.0,42.0,5.0,8.0,5,5,5,0,0.0
1270,25-34,Female,Masters degree,35.0,37.0,43.0,54.0,44.0,2.0,5.0,5,6,6,2,0.5
1271,25-34,Female,Professional certificate/diploma,24.0,39.0,38.0,49.0,43.0,3.0,5.0,3,3,3,3,2.5
1272,55-64,Female,University degree,34.0,39.0,47.0,48.0,38.0,7.0,3.0,6,6,6,1,1.0
1273,35-44,Female,"Some college or university, no certificate or degree",52.0,33.0,33.0,48.0,34.0,5.0,1.0,4,6,5,1,0.0
1274,35-44,Male,Doctorate degree,52.0,39.0,52.0,36.0,39.0,4.0,6.0,4,5,5,0,0.5
1275,35-44,Female,Masters degree,26.0,41.0,49.0,41.0,46.0,4.0,6.0,5,6,5,3,0.5
1276,45-54,Female,Professional certificate/diploma,21.0,35.0,34.0,44.0,53.0,3.0,7.0,3,5,6,1,3.0
1277,18-24,Male,"Some college or university, no certificate or degree",31.0,47.0,50.0,39.0,33.0,6.0,10.0,5,5,6,5,0.0
1278,25-34,Female,"Some college or university, no certificate or degree",35.0,49.0,58.0,37.0,38.0,8.0,10.0,5,6,6,2,1.5
1279,35-44,Female,Professional certificate/diploma,25.0,38.0,51.0,49.0,49.0,2.0,7.0,4,4,4,6,1.0
1280,18-24,Female,University degree,42.0,41.0,38.0,45.0,38.0,6.0,5.0,5,5,6,0,0.0
1281,18-24,Male,University degree,44.0,44.0,40.0,28.0,48.0,9.0,11.0,0,0,0,0,0.0
1282,18-24,Male,"Some college or university, no certificate or degree",24.0,51.0,48.0,50.0,45.0,4.0,6.0,4,6,5,3,0.0
1283,18-24,Female,"Some college or university, no certificate or degree",23.0,40.0,47.0,44.0,40.0,3.0,7.0,4,6,6,6,3.5
1284,18-24,Female,"Some college or university, no certificate or degree",44.0,25.0,49.0,35.0,27.0,9.0,10.0,4,6,6,6,2.0
1285,18-24,Male,"Some college or university, no certificate or degree",54.0,33.0,46.0,35.0,32.0,3.0,3.0,6,6,6,5,0.0
1286,18-24,Male,"Some college or university, no certificate or degree",20.0,52.0,60.0,48.0,44.0,8.0,10.0,5,4,6,6,1.5
1287,18-24,Male,"Some college or university, no certificate or degree",43.0,43.0,41.0,33.0,38.0,9.0,9.0,3,5,5,6,1.5
1288,35-44,Female,University degree,30.0,43.0,58.0,40.0,41.0,7.0,10.0,6,6,6,2,1.0
1289,18-24,Female,"Some college or university, no certificate or degree",35.0,46.0,46.0,36.0,39.0,4.0,8.0,4,2,5,6,0.0
1290,18-24,Male,Masters degree,31.0,42.0,52.0,42.0,47.0,4.0,7.0,5,6,6,5,3.0
1291,18-24,Male,"Some college or university, no certificate or degree",47.0,28.0,46.0,36.0,34.0,5.0,9.0,5,5,5,5,5.5
1292,25-34,Male,Professional certificate/diploma,33.0,45.0,48.0,41.0,43.0,9.0,10.0,5,6,4,6,1.5
1293,25-34,Male,"Some college or university, no certificate or degree",53.0,32.0,49.0,32.0,32.0,8.0,10.0,5,6,0,6,2.0
1294,25-34,Female,Masters degree,43.0,53.0,54.0,38.0,51.0,7.0,11.0,6,6,5,6,2.5
1295,18-24,Female,"Some college or university, no certificate or degree",53.0,23.0,51.0,38.0,34.0,4.0,5.0,5,6,6,3,0.0
1296,18-24,Male,"Some college or university, no certificate or degree",36.0,36.0,54.0,48.0,33.0,3.0,9.0,4,6,6,3,3.0
1297,18-24,Female,"Some college or university, no certificate or degree",32.0,43.0,45.0,37.0,50.0,4.0,7.0,6,6,5,5,0.0
1298,18-24,Male,"Some college or university, no certificate or degree",32.0,40.0,50.0,42.0,38.0,5.0,10.0,4,3,6,5,1.5
1299,35-44,Female,University degree,19.0,43.0,50.0,34.0,38.0,6.0,7.0,6,6,6,6,3.0
1300,25-34,Male,"Some college or university, no certificate or degree",45.0,39.0,56.0,44.0,44.0,6.0,10.0,3,6,4,3,1.0
1301,35-44,Female,"Some college or university, no certificate or degree",30.0,33.0,55.0,45.0,37.0,4.0,7.0,3,5,5,6,4.0
1302,18-24,Female,"Some college or university, no certificate or degree",38.0,48.0,47.0,49.0,49.0,5.0,4.0,3,5,5,3,0.0
1303,18-24,Male,University degree,29.0,49.0,55.0,52.0,49.0,2.0,7.0,5,6,6,6,1.0
1304,35-44,Male,University degree,35.0,36.0,39.0,39.0,45.0,2.0,1.0,5,6,4,2,4.0
1305,18-24,Female,"Some college or university, no certificate or degree",31.0,45.0,56.0,49.0,31.0,8.0,8.0,5,5,5,6,0.0
1306,18-24,Male,"Some college or university, no certificate or degree",58.0,22.0,53.0,43.0,23.0,5.0,4.0,6,6,6,2,1.0
1307,25-34,Male,"Some college or university, no certificate or degree",32.0,44.0,57.0,39.0,44.0,5.0,9.0,4,5,5,6,1.5
1308,25-34,Male,Masters degree,27.0,31.0,45.0,38.0,43.0,4.0,6.0,6,6,6,3,0.0
1309,25-34,Female,University degree,32.0,43.0,47.0,46.0,42.0,6.0,8.0,5,6,3,6,1.5
1310,25-34,Female,Masters degree,23.0,56.0,51.0,56.0,44.0,6.0,11.0,5,6,6,3,1.0
1311,18-24,Male,Left school at 16 years,41.0,34.0,39.0,38.0,40.0,6.0,8.0,5,6,4,6,4.0
1312,18-24,Female,"Some college or university, no certificate or degree",33.0,42.0,48.0,46.0,47.0,4.0,7.0,6,5,6,6,1.0
1313,35-44,Female,Masters degree,26.0,52.0,52.0,40.0,53.0,3.0,7.0,6,6,6,6,1.5
1314,18-24,Female,"Some college or university, no certificate or degree",24.0,54.0,29.0,33.0,31.0,9.0,10.0,6,6,5,0,0.0
1315,35-44,Male,University degree,27.0,46.0,50.0,49.0,49.0,6.0,10.0,6,6,6,6,1.0
1316,18-24,Male,University degree,20.0,47.0,51.0,41.0,50.0,4.0,8.0,2,5,5,3,1.0
1317,25-34,Male,Professional certificate/diploma,27.0,39.0,51.0,31.0,39.0,4.0,6.0,5,6,5,6,0.0
1318,25-34,Female,University degree,36.0,45.0,34.0,34.0,46.0,3.0,5.0,5,6,4,6,0.0
1319,18-24,Female,"Some college or university, no certificate or degree",40.0,31.0,43.0,49.0,41.0,7.0,10.0,5,6,4,5,0.0
1320,35-44,Male,University degree,29.0,38.0,44.0,42.0,50.0,4.0,7.0,6,6,2,6,0.5
1321,18-24,Male,"Some college or university, no certificate or degree",44.0,46.0,45.0,41.0,40.0,8.0,9.0,5,6,5,5,0.0
1322,18-24,Female,"Some college or university, no certificate or degree",31.0,45.0,58.0,48.0,40.0,2.0,4.0,4,5,4,0,0.0
1323,18-24,Female,University degree,38.0,42.0,59.0,46.0,29.0,5.0,6.0,5,6,6,3,0.5
1324,35-44,Male,"Some college or university, no certificate or degree",46.0,30.0,45.0,45.0,51.0,3.0,4.0,1,6,3,2,0.5
1325,18-24,Female,"Some college or university, no certificate or degree",40.0,36.0,53.0,46.0,34.0,5.0,5.0,4,6,5,5,0.0
1326,18-24,Male,Professional certificate/diploma,42.0,26.0,48.0,44.0,38.0,3.0,10.0,4,6,5,0,1.5
1327,18-24,Male,Professional certificate/diploma,27.0,42.0,55.0,41.0,39.0,8.0,11.0,4,5,5,4,0.0
1328,18-24,Male,"Some college or university, no certificate or degree",24.0,38.0,47.0,51.0,49.0,5.0,6.0,4,6,5,4,0.0
1329,18-24,Female,University degree,29.0,45.0,53.0,54.0,44.0,4.0,6.0,5,6,5,6,2.0
1330,25-34,Female,University degree,53.0,34.0,54.0,32.0,33.0,7.0,8.0,5,0,6,0,0.0
1331,18-24,Male,University degree,50.0,39.0,46.0,54.0,33.0,6.0,8.0,5,6,4,5,2.0
1332,35-44,Male,University degree,48.0,32.0,52.0,44.0,37.0,3.0,8.0,2,6,5,3,1.0
1333,18-24,Female,Professional certificate/diploma,53.0,30.0,33.0,37.0,55.0,2.0,3.0,4,4,6,0,2.0
1334,18-24,Male,University degree,40.0,38.0,49.0,37.0,44.0,6.0,8.0,5,5,5,5,1.5
1335,25-34,Male,"Some college or university, no certificate or degree",15.0,42.0,51.0,57.0,42.0,8.0,9.0,5,6,6,6,0.0
1336,45-54,Male,University degree,48.0,31.0,49.0,37.0,42.0,3.0,7.0,4,6,6,3,2.0
1337,18-24,Female,University degree,36.0,50.0,41.0,48.0,50.0,5.0,5.0,6,6,5,2,0.0
1338,18-24,Female,University degree,37.0,40.0,43.0,38.0,47.0,5.0,6.0,6,4,6,0,0.0
1339,35-44,Male,Professional certificate/diploma,37.0,43.0,48.0,39.0,47.0,6.0,8.0,6,6,4,6,1.5
1340,18-24,Male,Professional certificate/diploma,52.0,26.0,44.0,40.0,21.0,8.0,10.0,5,5,6,6,3.0
1341,18-24,Male,Left school at 18 years ,30.0,59.0,58.0,39.0,48.0,9.0,10.0,5,6,6,5,2.0
1342,35-44,Male,Left school at 18 years ,43.0,30.0,39.0,41.0,38.0,3.0,8.0,6,0,4,6,0.0
1343,35-44,Female,Doctorate degree,32.0,37.0,54.0,44.0,30.0,6.0,8.0,3,4,6,2,1.0
1344,18-24,Male,Professional certificate/diploma,38.0,44.0,33.0,36.0,35.0,7.0,8.0,5,6,5,4,3.0
1345,18-24,Male,Left school at 18 years ,49.0,31.0,38.0,26.0,48.0,2.0,6.0,5,6,4,6,1.5
1346,18-24,Male,Left school at 18 years ,44.0,47.0,56.0,51.0,44.0,7.0,10.0,5,5,5,5,0.0
1347,45-54,Male,"Some college or university, no certificate or degree",44.0,39.0,49.0,42.0,43.0,5.0,6.0,6,6,5,6,1.0
1348,18-24,Male,University degree,43.0,27.0,52.0,40.0,26.0,4.0,8.0,5,4,6,3,1.0
1349,18-24,Female,Left school at 18 years ,47.0,33.0,44.0,45.0,39.0,4.0,5.0,4,6,4,0,1.5
1350,18-24,Female,"Some college or university, no certificate or degree",26.0,55.0,48.0,35.0,32.0,9.0,9.0,5,6,5,6,2.5
1351,18-24,Female,"Some college or university, no certificate or degree",19.0,33.0,47.0,43.0,37.0,5.0,8.0,3,6,6,4,3.0
1352,18-24,Female,University degree,40.0,36.0,39.0,42.0,51.0,2.0,1.0,5,6,6,2,0.0
1353,55-64,Male,University degree,52.0,24.0,38.0,35.0,40.0,7.0,4.0,2,6,4,1,1.5
1354,18-24,Female,Left school at 18 years ,30.0,44.0,54.0,48.0,43.0,5.0,7.0,3,6,5,6,1.5
1355,18-24,Male,"Some college or university, no certificate or degree",46.0,33.0,55.0,42.0,32.0,7.0,8.0,5,6,5,5,3.0
1356,18-24,Male,University degree,34.0,42.0,50.0,49.0,42.0,8.0,9.0,4,6,6,6,1.5
1357,25-34,Male,"Some college or university, no certificate or degree",21.0,44.0,50.0,43.0,46.0,7.0,8.0,6,6,4,6,0.0
1358,18-24,Male,Professional certificate/diploma,40.0,41.0,44.0,37.0,45.0,7.0,8.0,4,6,5,5,3.0
1359,18-24,Male,"Some college or university, no certificate or degree",23.0,37.0,52.0,40.0,31.0,7.0,8.0,4,5,6,4,0.0
1360,18-24,Male,"Some college or university, no certificate or degree",31.0,28.0,49.0,36.0,43.0,4.0,6.0,4,5,6,3,3.0
1361,18-24,Female,"Some college or university, no certificate or degree",41.0,46.0,56.0,43.0,50.0,6.0,7.0,5,6,5,6,2.0
1362,18-24,Female,"Some college or university, no certificate or degree",26.0,45.0,56.0,35.0,24.0,4.0,9.0,3,6,6,3,2.5
1363,18-24,Male,"Some college or university, no certificate or degree",44.0,32.0,50.0,48.0,33.0,7.0,5.0,6,5,5,4,2.5
1364,25-34,Female,Masters degree,39.0,36.0,47.0,47.0,54.0,4.0,7.0,5,5,6,0,0.0
1365,18-24,Male,"Some college or university, no certificate or degree",44.0,44.0,40.0,36.0,31.0,8.0,9.0,5,6,6,6,3.5
1366,35-44,Female,University degree,35.0,33.0,48.0,50.0,35.0,7.0,6.0,6,6,5,1,1.0
1367,18-24,Female,Left school at 16 years,37.0,38.0,46.0,31.0,25.0,8.0,8.0,6,6,6,6,0.0
1368,18-24,Male,Left school at 18 years ,38.0,27.0,49.0,46.0,31.0,2.0,4.0,3,5,5,2,0.0
1369,18-24,Female,"Some college or university, no certificate or degree",50.0,44.0,53.0,33.0,33.0,7.0,9.0,5,5,5,4,1.0
1370,18-24,Male,"Some college or university, no certificate or degree",40.0,50.0,53.0,46.0,40.0,6.0,10.0,5,6,6,6,2.0
1371,25-34,Female,Professional certificate/diploma,57.0,41.0,47.0,35.0,30.0,9.0,11.0,4,6,0,6,1.5
1372,25-34,Female,Masters degree,30.0,37.0,35.0,48.0,38.0,2.0,1.0,6,0,5,2,1.0
1373,18-24,Male,"Some college or university, no certificate or degree",48.0,41.0,50.0,41.0,32.0,2.0,6.0,4,6,5,5,1.5
1374,25-34,Male,University degree,47.0,41.0,44.0,46.0,36.0,6.0,9.0,5,6,4,6,3.0
1375,45-54,Male,University degree,30.0,36.0,46.0,42.0,41.0,2.0,3.0,6,6,5,6,1.0
1376,18-24,Male,Left school at 18 years ,26.0,51.0,48.0,48.0,34.0,5.0,10.0,3,3,4,3,0.0
1377,35-44,Male,University degree,50.0,36.0,52.0,32.0,39.0,4.0,9.0,5,6,6,2,3.5
1378,25-34,Female,Masters degree,42.0,42.0,43.0,52.0,48.0,2.0,5.0,5,6,6,0,0.0
1379,25-34,Female,Masters degree,50.0,33.0,51.0,43.0,54.0,4.0,3.0,3,6,5,6,3.0
1380,18-24,Male,"Some college or university, no certificate or degree",30.0,43.0,56.0,42.0,44.0,7.0,10.0,5,6,6,3,0.0
1381,25-34,Female,University degree,25.0,45.0,39.0,40.0,46.0,3.0,3.0,5,6,6,5,0.0
1382,18-24,Male,"Some college or university, no certificate or degree",26.0,43.0,53.0,54.0,50.0,4.0,10.0,6,4,6,3,0.0
1383,18-24,Male,"Some college or university, no certificate or degree",24.0,38.0,52.0,50.0,34.0,3.0,6.0,5,6,5,6,0.5
1384,18-24,Female,University degree,29.0,42.0,49.0,48.0,43.0,8.0,11.0,5,6,6,3,1.0
1385,18-24,Male,"Some college or university, no certificate or degree",22.0,48.0,55.0,39.0,51.0,4.0,10.0,5,6,5,5,1.5
1386,18-24,Female,"Some college or university, no certificate or degree",33.0,37.0,44.0,43.0,46.0,2.0,3.0,5,6,5,2,0.0
1387,45-54,Female,"Some college or university, no certificate or degree",35.0,33.0,53.0,39.0,40.0,5.0,7.0,6,6,6,3,4.0
1388,25-34,Female,Doctorate degree,41.0,42.0,56.0,39.0,37.0,4.0,5.0,0,6,5,0,0.0
1389,35-44,Female,Professional certificate/diploma,42.0,43.0,49.0,39.0,35.0,8.0,8.0,5,6,5,6,2.5
1390,18-24,Male,"Some college or university, no certificate or degree",34.0,43.0,52.0,38.0,44.0,3.0,6.0,5,6,6,4,1.5
1391,18-24,Male,University degree,44.0,42.0,42.0,43.0,41.0,8.0,8.0,5,6,5,6,0.0
1392,18-24,Male,"Some college or university, no certificate or degree",31.0,53.0,57.0,39.0,32.0,9.0,11.0,5,5,4,6,1.5
1393,45-54,Male,Professional certificate/diploma,32.0,41.0,41.0,40.0,43.0,2.0,2.0,0,6,6,6,1.5
1394,25-34,Female,Masters degree,49.0,42.0,45.0,43.0,45.0,3.0,4.0,3,6,5,6,0.0
1395,25-34,Female,Masters degree,43.0,40.0,47.0,48.0,51.0,2.0,5.0,3,6,6,2,0.0
1396,25-34,Female,University degree,40.0,39.0,46.0,48.0,46.0,4.0,5.0,5,6,5,0,0.0
1397,25-34,Female,Masters degree,52.0,37.0,37.0,52.0,35.0,2.0,2.0,5,6,5,0,0.0
1398,18-24,Female,University degree,30.0,43.0,52.0,53.0,46.0,4.0,8.0,5,6,6,6,2.0
1399,18-24,Male,"Some college or university, no certificate or degree",28.0,47.0,46.0,51.0,54.0,7.0,8.0,3,5,2,2,2.0
1400,25-34,Female,University degree,44.0,34.0,42.0,40.0,40.0,3.0,5.0,5,6,6,2,0.0
1401,25-34,Female,Masters degree,46.0,46.0,39.0,39.0,41.0,2.0,3.0,5,6,6,5,1.0
1402,25-34,Female,University degree,42.0,41.0,47.0,51.0,45.0,3.0,3.0,5,6,6,0,0.0
1403,25-34,Female,University degree,45.0,40.0,52.0,49.0,38.0,2.0,7.0,6,6,6,5,1.5
1404,25-34,Female,University degree,40.0,40.0,38.0,44.0,46.0,2.0,4.0,5,6,6,2,0.0
1405,18-24,Female,University degree,16.0,41.0,33.0,58.0,35.0,1.0,4.0,5,4,6,0,0.0
1406,25-34,Female,Doctorate degree,51.0,48.0,50.0,45.0,36.0,6.0,3.0,6,6,4,6,2.5
1407,25-34,Female,University degree,38.0,36.0,35.0,46.0,31.0,2.0,4.0,6,5,5,3,0.0
1408,25-34,Female,Masters degree,28.0,45.0,54.0,51.0,45.0,5.0,10.0,5,6,5,5,1.0
1409,25-34,Male,Masters degree,49.0,31.0,42.0,46.0,32.0,7.0,9.0,6,6,6,2,0.0
1410,25-34,Female,Doctorate degree,18.0,33.0,41.0,44.0,38.0,3.0,9.0,5,5,5,0,1.0
1411,25-34,Female,University degree,30.0,37.0,50.0,52.0,50.0,3.0,3.0,3,5,6,0,0.0
1412,25-34,Female,University degree,40.0,38.0,55.0,41.0,51.0,4.0,8.0,5,5,5,5,1.5
1413,25-34,Female,Masters degree,46.0,45.0,54.0,43.0,44.0,2.0,7.0,5,5,6,2,2.0
1414,25-34,Female,University degree,46.0,35.0,44.0,38.0,47.0,3.0,4.0,5,6,6,2,0.0
1415,25-34,Female,Doctorate degree,32.0,54.0,55.0,47.0,46.0,4.0,7.0,5,6,6,3,1.0
1416,18-24,Male,Left school at 16 years,53.0,30.0,45.0,31.0,29.0,7.0,9.0,3,6,5,4,0.0
1417,18-24,Male,"Some college or university, no certificate or degree",25.0,32.0,40.0,45.0,44.0,2.0,5.0,5,6,5,3,0.0
1418,18-24,Female,University degree,45.0,35.0,41.0,45.0,42.0,3.0,5.0,0,5,5,0,0.0
1419,25-34,Female,Masters degree,34.0,38.0,37.0,54.0,40.0,2.0,3.0,5,6,6,1,2.0
1420,18-24,Male,"Some college or university, no certificate or degree",32.0,45.0,55.0,47.0,42.0,5.0,10.0,6,6,4,6,1.0
1421,25-34,Male,"Some college or university, no certificate or degree",44.0,37.0,50.0,38.0,38.0,7.0,10.0,4,5,4,0,0.0
1422,25-34,Male,"Some college or university, no certificate or degree",34.0,43.0,51.0,39.0,44.0,4.0,10.0,6,5,6,6,2.5
1423,45-54,Male,Left school before 16 years,35.0,33.0,46.0,50.0,34.0,5.0,10.0,1,4,6,6,1.0
1424,18-24,Male,University degree,28.0,51.0,56.0,46.0,40.0,5.0,8.0,4,6,6,6,0.0
1425,25-34,Male,"Some college or university, no certificate or degree",42.0,36.0,44.0,40.0,33.0,8.0,9.0,5,6,4,6,1.0
1426,25-34,Female,University degree,33.0,44.0,54.0,48.0,46.0,5.0,10.0,6,5,5,6,1.5
1427,35-44,Male,Professional certificate/diploma,39.0,42.0,45.0,42.0,42.0,8.0,8.0,5,5,5,2,1.0
1428,18-24,Female,Professional certificate/diploma,36.0,40.0,45.0,45.0,53.0,7.0,8.0,6,6,6,0,0.0
1429,18-24,Male,"Some college or university, no certificate or degree",27.0,51.0,50.0,34.0,49.0,6.0,10.0,4,6,5,6,1.0
1430,18-24,Female,"Some college or university, no certificate or degree",43.0,38.0,41.0,46.0,35.0,4.0,6.0,3,6,4,6,0.0
